,city,state,citystate,lat,lon
828,Belle Plaine,IA,"Belle Plaine, IA",41.8955529,-92.27574039999999
829,Newton,IA,"Newton, IA",41.7033177,-93.05735330000002
830,Creston,IA,"Creston, IA",41.0586002,-94.3613474
831,Ames,IA,"Ames, IA",42.0307812,-93.63191309999999
832,Davenport,IA,"Davenport, IA",41.5236437,-90.5776367
833,Oelwein,IA,"Oelwein, IA",42.6784949,-91.91195859999999
834,Iowa Falls,IA,"Iowa Falls, IA",42.51988679999999,-93.26457409999999
835,Allison,IA,"Allison, IA",42.7535847,-92.7952244
836,Le Mars,IA,"Le Mars, IA",42.79415669999999,-96.1655778
837,Terre Haute,IA,"Terre Haute, IA",40.6833333,-93.8666138
838,Fort Madison,IA,"Fort Madison, IA",40.6297634,-91.31453499999999
839,Burlington,IA,"Burlington, IA",40.8076529,-91.1128901
840,Anita,IA,"Anita, IA",41.4438761,-94.764146
841,Britt,IA,"Britt, IA",43.0977399,-93.8018875
842,Monticello,IA,"Monticello, IA",42.23833510000001,-91.18709369999999
843,Oskaloosa,IA,"Oskaloosa, IA",41.2916728,-92.6493595
844,Storm Lake,IA,"Storm Lake, IA",42.6430359,-95.2019399
845,Ottumwa,IA,"Ottumwa, IA",41.01602930000001,-92.40830220000001
846,Belmond,IA,"Belmond, IA",42.84608,-93.61409909999999
847,Muscatine,IA,"Muscatine, IA",41.424473,-91.0432051
848,Waukon,IA,"Waukon, IA",43.2694208,-91.47569500000002
849,Charles City,IA,"Charles City, IA",43.0663612,-92.6724112
850,Keokuk,IA,"Keokuk, IA",40.4044731,-91.3963966
851,Forest City,IA,"Forest City, IA",43.2624685,-93.6371937
852,Manson,IA,"Manson, IA",42.5291439,-94.5341421
853,Clinton,IA,"Clinton, IA",41.8444735,-90.1887379
854,Marshalltown,IA,"Marshalltown, IA",42.0494674,-92.90803749999999
855,Iowa City,IA,"Iowa City, IA",41.6611277,-91.5301683
856,Nevada,IA,"Nevada, IA",42.0227184,-93.4523014
857,Waterloo,IA,"Waterloo, IA",42.492786,-92.34257749999999
858,Norwich,CT,"Norwich, CT",41.5242649,-72.07591049999999
859,Fairfield,CT,"Fairfield, CT",41.1408363,-73.2612615
860,Meriden,CT,"Meriden, CT",41.5381535,-72.80704349999999
861,Old Saybrook,CT,"Old Saybrook, CT",41.2960159,-72.38453009999999
862,Waterbury,CT,"Waterbury, CT",41.5581525,-73.0514965
863,Greenwich,CT,"Greenwich, CT",41.0262417,-73.6281964
864,Milford,CT,"Milford, CT",41.2306979,-73.064036
865,Stamford,CT,"Stamford, CT",41.0534302,-73.5387341
866,Mystic,CT,"Mystic, CT",41.3542656,-71.96646199999999
867,Kent,CT,"Kent, CT",41.7247554,-73.47696429999999
868,Norwalk,CT,"Norwalk, CT",41.11774399999999,-73.4081575
869,New London,CT,"New London, CT",41.3556539,-72.0995209
870,Centerbrook,CT,"Centerbrook, CT",41.3516301,-72.4160679
871,Westport,CT,"Westport, CT",41.1414717,-73.3579049
872,Hartford,CT,"Hartford, CT",41.7658043,-72.6733723
873,Willimantic,CT,"Willimantic, CT",41.7106543,-72.2081338
874,Newtown,CT,"Newtown, CT",41.4141172,-73.3035651
875,Cheshire,CT,"Cheshire, CT",41.5083668,-72.9106202
876,Bridgeport,CT,"Bridgeport, CT",41.1792258,-73.1894384
877,Manchester,CT,"Manchester, CT",41.7759301,-72.52150089999999
878,Darien,CT,"Darien, CT",41.0771914,-73.4686858
879,Fairfield County,CT,"Fairfield County, CT",41.2559654,-73.37086959999999
880,Middletown,CT,"Middletown, CT",41.5623209,-72.6506488
881,New Haven,CT,"New Haven, CT",41.308274,-72.9278835
882,Danbury,CT,"Danbury, CT",41.394817,-73.4540111
883,Litchfield,CT,"Litchfield, CT",41.7472642,-73.1887165
884,Orange,CT,"Orange, CT",41.278637,-73.0265277
885,Chipley,FL,"Chipley, FL",30.7818584,-85.538541
886,Key West,FL,"Key West, FL",24.5550593,-81.7799871
887,Melbourne,FL,"Melbourne, FL",28.0836269,-80.60810889999999
888,Wellington,FL,"Wellington, FL",26.6617635,-80.2683571
889,Cedar Key,FL,"Cedar Key, FL",29.1385785,-83.03512119999999
890,Jacksonville,FL,"Jacksonville, FL",30.3321838,-81.65565099999999
891,Sebring,FL,"Sebring, FL",27.495592,-81.440907
892,Fort Pierce,FL,"Fort Pierce, FL",27.4467056,-80.3256056
893,Winter Haven,FL,"Winter Haven, FL",28.0222435,-81.7328567
894,Fernadina Beach,FL,"Fernadina Beach, FL",30.6696818,-81.46259189999999
895,Leesburg,FL,"Leesburg, FL",28.810823,-81.87785819999999
896,The Villages,FL,"The Villages, FL",28.927019,-82.0037608
897,Palm Beach,FL,"Palm Beach, FL",26.7056206,-80.0364297
898,Bradenton,FL,"Bradenton, FL",27.4989278,-82.5748194
899,Port St Lucie,FL,"Port St Lucie, FL",27.2730492,-80.3582261
900,Palatka,FL,"Palatka, FL",29.6485801,-81.6375819
901,Daytona Beach,FL,"Daytona Beach, FL",29.2108147,-81.0228331
902,Tallahassee,FL,"Tallahassee, FL",30.4382559,-84.28073289999999
903,Marathon,FL,"Marathon, FL",24.726026,-81.0446262
904,Marianna,FL,"Marianna, FL",30.7743596,-85.2268735
905,St Petersberg,FL,"St Petersberg, FL",27.7676008,-82.64029149999999
906,Jupiter,FL,"Jupiter, FL",26.9342246,-80.0942087
907,Orlando,FL,"Orlando, FL",28.5383355,-81.3792365
908,Boca Raton,FL,"Boca Raton, FL",26.3683064,-80.1289321
909,Royal Palm Beach,FL,"Royal Palm Beach, FL",26.7083984,-80.2306019
910,Fort Lauderdale,FL,"Fort Lauderdale, FL",26.1224386,-80.13731740000001
911,Ocala,FL,"Ocala, FL",29.1871986,-82.14009229999999
912,Destin,FL,"Destin, FL",30.3935337,-86.4957833
913,Tampa,FL,"Tampa, FL",27.950575,-82.4571776
914,Bonita Springs,FL,"Bonita Springs, FL",26.339806,-81.7786972
915,Boca Grande,FL,"Boca Grande, FL",26.7490152,-82.2616717
916,Pensacola,FL,"Pensacola, FL",30.42130899999999,-87.2169149
917,Crystal River,FL,"Crystal River, FL",28.902479,-82.59260119999999
918,Brooksville,FL,"Brooksville, FL",28.5552719,-82.3878709
919,Marco Island,FL,"Marco Island, FL",25.9397412,-81.70753549999999
920,Tavernier,FL,"Tavernier, FL",25.0115186,-80.51506080000001
921,Port St Joe,FL,"Port St Joe, FL",29.8118757,-85.30297399999999
922,Sarasota,FL,"Sarasota, FL",27.3364347,-82.53065269999999
923,De Land,FL,"De Land, FL",29.028318,-81.3031179
924,Jacksonville Beach,FL,"Jacksonville Beach, FL",30.2841224,-81.3961338
925,Venice,FL,"Venice, FL",27.0997775,-82.4542632
926,Naples,FL,"Naples, FL",26.1420358,-81.7948103
927,Fort Myers,FL,"Fort Myers, FL",26.640628,-81.8723084
928,Kissimmee,FL,"Kissimmee, FL",28.2919557,-81.40757099999999
929,Starke,FL,"Starke, FL",29.9441298,-82.1098275
930,Lake City,FL,"Lake City, FL",30.1896756,-82.6392899
931,Santa Rosa Beach,FL,"Santa Rosa Beach, FL",30.3960324,-86.2288322
932,Miami,FL,"Miami, FL",25.7616798,-80.1917902
933,Panama City,FL,"Panama City, FL",30.1588129,-85.6602058
934,Vero Beach,FL,"Vero Beach, FL",27.6386434,-80.39727359999999
935,St Petersburg,FL,"St Petersburg, FL",27.7676008,-82.64029149999999
936,Stuart,FL,"Stuart, FL",27.197548,-80.2528257
937,Lakeland,FL,"Lakeland, FL",28.0394654,-81.9498042
938,Fort Walton Beach,FL,"Fort Walton Beach, FL",30.42007079999999,-86.6170308
939,Charlotte Harbor,FL,"Charlotte Harbor, FL",26.9583937,-82.06703329999999
940,Gainesville,FL,"Gainesville, FL",29.6516344,-82.32482619999999
941,Apalachicola,FL,"Apalachicola, FL",29.7257675,-84.9832435
942,Sebastian,FL,"Sebastian, FL",27.816415,-80.4706078
943,Coral Gables,FL,"Coral Gables, FL",25.72149,-80.2683838
944,Wheeling,WV,"Wheeling, WV",40.0639616,-80.7209149
945,Sutton,WV,"Sutton, WV",38.6645443,-80.70981909999999
946,Williamson,WV,"Williamson, WV",37.6742682,-82.2773629
947,New Martinsville,WV,"New Martinsville, WV",39.6445214,-80.85759929999999
948,Beckley,WV,"Beckley, WV",37.7781702,-81.1881557
949,Lewisburg,WV,"Lewisburg, WV",37.8017879,-80.44563029999999
950,Clarksburg,WV,"Clarksburg, WV",39.2806451,-80.34453409999999
951,Huntington,WV,"Huntington, WV",38.4192496,-82.44515400000002
952,Sistersville,WV,"Sistersville, WV",39.564242,-80.9959404
953,Parkersburg,WV,"Parkersburg, WV",39.2667418,-81.56151349999999
954,Petersburg,WV,"Petersburg, WV",38.9926097,-79.1239239
955,Morgantown,WV,"Morgantown, WV",39.629526,-79.95589679999999
956,Berkeley Springs,WV,"Berkeley Springs, WV",39.62699020000001,-78.2271957
957,Romney,WV,"Romney, WV",39.3420431,-78.75668390000001
958,Martinsburg,WV,"Martinsburg, WV",39.4562099,-77.96388689999999
959,Fairmont,WV,"Fairmont, WV",39.4850848,-80.1425781
960,Charleston,WV,"Charleston, WV",38.3498195,-81.6326234
961,Bluefield,WV,"Bluefield, WV",37.2698395,-81.2223195
962,Marlinton,WV,"Marlinton, WV",38.2234533,-80.09450989999999
963,Elkins,WV,"Elkins, WV",38.92593970000001,-79.8467349
964,Wakefield,RI,"Wakefield, RI",41.4381721,-71.50155459999999
965,Block Island,RI,"Block Island, RI",41.1616556,-71.5842643
966,Providence,RI,"Providence, RI",41.8239891,-71.4128343
967,Woonsocket,RI,"Woonsocket, RI",42.00287609999999,-71.51478390000001
968,North Kingstown,RI,"North Kingstown, RI",41.5568315,-71.4536835
969,Greenville,RI,"Greenville, RI",41.8712103,-71.5520069
970,Pawtucket,RI,"Pawtucket, RI",41.878711,-71.38255579999999
971,West Warwick,RI,"West Warwick, RI",41.70367110000001,-71.5215024
972,Jamestown,RI,"Jamestown, RI",41.4963134,-71.3711656
973,Westerly,RI,"Westerly, RI",41.3775987,-71.82728709999999
974,Laramie,WY,"Laramie, WY",41.3113669,-105.5911007
975,Douglas,WY,"Douglas, WY",42.7596897,-105.3822069
976,Casper,WY,"Casper, WY",42.8500769,-106.3251749
977,Cody,WY,"Cody, WY",44.52634219999999,-109.0565308
978,Cheyenne,WY,"Cheyenne, WY",41.1399814,-104.8202462
979,Afton,WY,"Afton, WY",42.7249282,-110.9318687
980,Jackson Hole,WY,"Jackson Hole, WY",43.4799291,-110.7624282
981,Jackson,WY,"Jackson, WY",43.4799291,-110.7624282
982,Mesquite,TX,"Mesquite, TX",32.76679550000001,-96.5991593
983,Aledo,TX,"Aledo, TX",32.6959643,-97.6022471
984,Gilmer,TX,"Gilmer, TX",32.7287472,-94.94243790000002
985,Commerce,TX,"Commerce, TX",33.2470567,-95.8999656
986,Tyler,TX,"Tyler, TX",32.3512601,-95.30106239999999
987,Paris,TX,"Paris, TX",33.6609389,-95.55551299999999
988,Dumas,TX,"Dumas, TX",35.8653789,-101.9732236
989,Longview,TX,"Longview, TX",32.5007037,-94.74048909999999
990,San Angelo,TX,"San Angelo, TX",31.4637723,-100.4370375
991,Austin,TX,"Austin, TX",30.267153,-97.7430608
992,Killeen,TX,"Killeen, TX",31.1171194,-97.72779589999999
993,Seguin,TX,"Seguin, TX",29.5688411,-97.9647269
994,Cameron,TX,"Cameron, TX",30.8532454,-96.9769304
995,Floresville,TX,"Floresville, TX",29.1335781,-98.15611919999999
996,Jacksonville,TX,"Jacksonville, TX",31.963778,-95.27050419999999
997,Van Horn,TX,"Van Horn, TX",31.0398558,-104.8307698
998,Wharton,TX,"Wharton, TX",29.3116366,-96.1027371
999,Laredo,TX,"Laredo, TX",27.5305671,-99.48032409999999
1000,Brookshire,TX,"Brookshire, TX",29.7860643,-95.95106609999999
1001,Waco,TX,"Waco, TX",31.549333,-97.1466695
1002,Keller,TX,"Keller, TX",32.9341893,-97.229298
1003,Corsicana,TX,"Corsicana, TX",32.0954304,-96.46887269999999
1004,Henderson,TX,"Henderson, TX",32.1532156,-94.7993802
1005,Hamilton,TX,"Hamilton, TX",31.7037655,-98.1239231
1006,Lampasas,TX,"Lampasas, TX",31.06378399999999,-98.18169569999999
1007,Bandera,TX,"Bandera, TX",29.7266131,-99.0736462
1008,Lake Dallas,TX,"Lake Dallas, TX",33.1192875,-97.0255641
1009,Beaumont,TX,"Beaumont, TX",30.080174,-94.1265562
1010,Weatherford,TX,"Weatherford, TX",32.7592955,-97.7972544
1011,Denton,TX,"Denton, TX",33.2148412,-97.13306829999999
1012,Canyon,TX,"Canyon, TX",34.9803342,-101.9188024
1013,Odessa,TX,"Odessa, TX",31.8456816,-102.3676431
1014,Baytown,TX,"Baytown, TX",29.7355047,-94.97742740000001
1015,Wichita Falls,TX,"Wichita Falls, TX",33.9137085,-98.4933873
1016,Victoria,TX,"Victoria, TX",28.8052674,-97.0035982
1017,Fredericksburg,TX,"Fredericksburg, TX",30.2752011,-98.8719843
1018,Decatur,TX,"Decatur, TX",33.2342834,-97.5861393
1019,Borger,TX,"Borger, TX",35.6678203,-101.3973876
1020,Edinburg,TX,"Edinburg, TX",26.3017374,-98.1633432
1021,Rockdale,TX,"Rockdale, TX",30.6554759,-97.00137439999999
1022,Floydada,TX,"Floydada, TX",33.9845232,-101.3376574
1023,Huntsville,TX,"Huntsville, TX",30.7235263,-95.55077709999999
1024,Kilgore,TX,"Kilgore, TX",32.3862619,-94.87577089999999
1025,Palacios,TX,"Palacios, TX",28.7080461,-96.217467
1026,San Antonio,TX,"San Antonio, TX",29.4241219,-98.49362819999999
1027,El Campo,TX,"El Campo, TX",29.19664049999999,-96.2696867
1028,Port Arthur,TX,"Port Arthur, TX",29.8849504,-93.93994699999999
1029,Red Oak,TX,"Red Oak, TX",32.5332101,-96.8153
1030,Houston,TX,"Houston, TX",29.7604267,-95.3698028
1031,Farmersville,TX,"Farmersville, TX",33.1634493,-96.3599821
1032,Plainview,TX,"Plainview, TX",34.1847936,-101.7068417
1033,Nacogdoches,TX,"Nacogdoches, TX",31.6035129,-94.6554874
1034,Channelview,TX,"Channelview, TX",29.7760599,-95.11465330000001
1035,Junction,TX,"Junction, TX",30.4893555,-99.7720109
1036,Lubbock,TX,"Lubbock, TX",33.5778631,-101.8551665
1037,El Paso,TX,"El Paso, TX",31.7618778,-106.4850217
1038,Mount Vernon,TX,"Mount Vernon, TX",33.1887271,-95.2213321
1039,Frankston,TX,"Frankston, TX",32.0526614,-95.50634559999999
1040,Fort Worth,TX,"Fort Worth, TX",32.7554883,-97.3307658
1041,Bryan,TX,"Bryan, TX",30.6743643,-96.3699632
1042,Mckinney,TX,"Mckinney, TX",33.1972465,-96.6397822
1043,Alice,TX,"Alice, TX",27.7522487,-98.0697249
1044,Round Rock,TX,"Round Rock, TX",30.5082551,-97.678896
1045,Brownwood,TX,"Brownwood, TX",31.7093197,-98.9911611
1046,Midland,TX,"Midland, TX",31.9973456,-102.0779146
1047,Sherman,TX,"Sherman, TX",33.6356618,-96.6088805
1048,Waxahachie,TX,"Waxahachie, TX",32.3865312,-96.8483311
1049,Beeville,TX,"Beeville, TX",28.4008319,-97.7483312
1050,Seminole,TX,"Seminole, TX",32.7189926,-102.6449101
1051,Mt. Pleasant,TX,"Mt. Pleasant, TX",33.1567863,-94.96826899999999
1052,Marshall,TX,"Marshall, TX",32.5448714,-94.36741839999999
1053,Celina,TX,"Celina, TX",33.3245586,-96.7844417
1054,Greenville,TX,"Greenville, TX",33.1384488,-96.11080659999999
1055,Pleasanton,TX,"Pleasanton, TX",28.967194,-98.4786269
1056,Crockett,TX,"Crockett, TX",31.3182359,-95.4566136
1057,Dallas,TX,"Dallas, TX",32.7766642,-96.79698789999999
1058,Canyon Lake,TX,"Canyon Lake, TX",29.8752177,-98.2625127
1059,New Braunfels,TX,"New Braunfels, TX",29.7030024,-98.1244531
1060,Lockhart,TX,"Lockhart, TX",29.8849441,-97.6699996
1061,Allen,TX,"Allen, TX",33.1031744,-96.67055030000002
1062,Corpus Christi,TX,"Corpus Christi, TX",27.8005828,-97.39638099999999
1063,Seymour,TX,"Seymour, TX",33.5942608,-99.26035309999999
1064,Port Lavaca,TX,"Port Lavaca, TX",28.6149968,-96.6260892
1065,Uvalde,TX,"Uvalde, TX",29.20968359999999,-99.7861679
1066,Ozona,TX,"Ozona, TX",30.70222489999999,-101.2013819
1067,Angleton,TX,"Angleton, TX",29.16941,-95.4318847
1068,Palestine,TX,"Palestine, TX",31.7621153,-95.6307891
1069,Gun Barrel City,TX,"Gun Barrel City, TX",32.3345888,-96.1513627
1070,Navasota,TX,"Navasota, TX",30.3879845,-96.0877349
1071,Granbury,TX,"Granbury, TX",32.4420826,-97.7941967
1072,Lewisville,TX,"Lewisville, TX",33.046233,-96.994174
1073,Amarillo,TX,"Amarillo, TX",35.2219971,-101.8312969
1074,San Marcos,TX,"San Marcos, TX",29.8832749,-97.9413941
1075,Kerrville,TX,"Kerrville, TX",30.0474332,-99.1403189
1076,Cleburne,TX,"Cleburne, TX",32.3476438,-97.38668369999999
1077,Marble Falls,TX,"Marble Falls, TX",30.5782446,-98.2728003
1078,Mcallen,TX,"Mcallen, TX",26.2034071,-98.23001239999999
1079,Harlingen,TX,"Harlingen, TX",26.1906306,-97.69610259999999
1080,Pecos,TX,"Pecos, TX",31.4229124,-103.4932293
1081,Mineral Wells,TX,"Mineral Wells, TX",32.8084605,-98.1128223
1082,Temple,TX,"Temple, TX",31.0982344,-97.342782
1083,Galveston,TX,"Galveston, TX",29.3013479,-94.7976958
1084,Gainesville,TX,"Gainesville, TX",33.62594139999999,-97.1333453
1085,Clute,TX,"Clute, TX",29.0246906,-95.3988291
1086,Brenham,TX,"Brenham, TX",30.1668828,-96.39774419999999
1087,Athens,TX,"Athens, TX",32.2048735,-95.8555207
1088,Brownsville,TX,"Brownsville, TX",25.9017472,-97.4974838
1089,Groesbeck,TX,"Groesbeck, TX",31.5243379,-96.5338693
1090,Stephenville,TX,"Stephenville, TX",32.2206958,-98.2022633
1091,Brownfield,TX,"Brownfield, TX",33.1812035,-102.2743489
1092,Abilene,TX,"Abilene, TX",32.4487364,-99.73314390000002
1093,Towanda,PA,"Towanda, PA",41.767575,-76.4427188
1094,Greensburg,PA,"Greensburg, PA",40.3014581,-79.5389289
1095,Reading,PA,"Reading, PA",40.3356483,-75.9268747
1096,Primos,PA,"Primos, PA",39.9203901,-75.3065757
1097,State College,PA,"State College, PA",40.7933949,-77.8600012
1098,Somerset,PA,"Somerset, PA",40.008411,-79.0780831
1099,Easton,PA,"Easton, PA",40.688432,-75.2207323
1100,Lewistown,PA,"Lewistown, PA",40.5992395,-77.571382
1101,Kittanning,PA,"Kittanning, PA",40.816453,-79.5219893
1102,Bath,PA,"Bath, PA",40.7256524,-75.39406989999999
1103,Plum Borough,PA,"Plum Borough, PA",40.5003456,-79.7494911
1104,Coraopolis,PA,"Coraopolis, PA",40.5184013,-80.1667247
1105,Ephrata,PA,"Ephrata, PA",40.1798165,-76.17883909999999
1106,Murrysville,PA,"Murrysville, PA",40.4284015,-79.69754499999999
1107,Lansdale,PA,"Lansdale, PA",40.2414952,-75.2837862
1108,Trevose,PA,"Trevose, PA",40.1392766,-74.9810019
1109,Washington,PA,"Washington, PA",40.17396,-80.2461714
1110,Bedford,PA,"Bedford, PA",40.0186921,-78.50390689999999
1111,Boyertown,PA,"Boyertown, PA",40.3337075,-75.63740829999999
1112,Wilkes-Barre,PA,"Wilkes-Barre, PA",41.2459149,-75.88130749999999
1113,Chambersburg,PA,"Chambersburg, PA",39.9375911,-77.6611022
1114,Shamokin,PA,"Shamokin, PA",40.7889746,-76.5588473
1115,Sunbury,PA,"Sunbury, PA",40.862585,-76.79441039999999
1116,Erie,PA,"Erie, PA",42.12922409999999,-80.085059
1117,Stroudsburg,PA,"Stroudsburg, PA",40.9867609,-75.1946248
1118,Bradford,PA,"Bradford, PA",41.9564953,-78.649163
1119,Meadville,PA,"Meadville, PA",41.6414438,-80.15144839999999
1120,Emlenton,PA,"Emlenton, PA",41.1772836,-79.7078274
1121,Harrisburg,PA,"Harrisburg, PA",40.2731911,-76.8867008
1122,Indiana,PA,"Indiana, PA",40.6214551,-79.15253489999999
1123,Blairsville,PA,"Blairsville, PA",40.4311796,-79.26086900000001
1124,Kennett Square,PA,"Kennett Square, PA",39.8467767,-75.7116032
1125,Oil City,PA,"Oil City, PA",41.4339484,-79.7064413
1126,Ridgway,PA,"Ridgway, PA",41.4203391,-78.7286388
1127,Valley View,PA,"Valley View, PA",40.6459202,-76.53912749999999
1128,Norwin,PA,"Norwin, PA",40.3184305,-79.7175517
1129,Plymouth Meeting - Whitemarsh,PA,"Plymouth Meeting - Whitemarsh, PA",40.1023319,-75.2743467
1130,Carlisle,PA,"Carlisle, PA",40.2010241,-77.20027449999999
1131,Bristol,PA,"Bristol, PA",40.1006661,-74.8518311
1132,Sayre,PA,"Sayre, PA",41.9789631,-76.51549899999999
1133,Waynesboro,PA,"Waynesboro, PA",39.755927,-77.57776919999999
1134,Tarentum,PA,"Tarentum, PA",40.6014555,-79.75977089999999
1135,West Chester,PA,"West Chester, PA",39.9606643,-75.6054882
1136,Hazleton,PA,"Hazleton, PA",40.9584181,-75.97464719999999
1137,Gettysburg,PA,"Gettysburg, PA",39.8309293,-77.2310955
1138,Beaver,PA,"Beaver, PA",40.6953437,-80.30478459999999
1139,Hamburg,PA,"Hamburg, PA",40.5556484,-75.98187720000001
1140,New Castle,PA,"New Castle, PA",41.0036719,-80.34700900000001
1141,Ellwood City,PA,"Ellwood City, PA",40.8617303,-80.2864515
1142,Tunkhannock,PA,"Tunkhannock, PA",41.5386878,-75.94658799999999
1143,Danville,PA,"Danville, PA",40.96342,-76.6127329
1144,Monessen,PA,"Monessen, PA",40.1484053,-79.8878254
1145,Hawley,PA,"Hawley, PA",41.47592239999999,-75.18211889999999
1146,Yardley,PA,"Yardley, PA",40.245664,-74.8459972
1147,Altoona,PA,"Altoona, PA",40.5186809,-78.3947359
1148,Pottstown,PA,"Pottstown, PA",40.2453741,-75.6496302
1149,Titusville,PA,"Titusville, PA",41.62700359999999,-79.6736631
1150,Milton,PA,"Milton, PA",41.0120296,-76.8477412
1151,Cranberry,PA,"Cranberry, PA",40.6849626,-80.1071379
1152,Souderton,PA,"Souderton, PA",40.3117706,-75.32517589999999
1153,Cressin - Gallitzin,PA,"Cressin - Gallitzin, PA",40.4597938,-78.59168369999999
1154,Du Bois,PA,"Du Bois, PA",41.1210115,-78.7583257
1155,Franklin Park,PA,"Franklin Park, PA",40.5834009,-80.0878352
1156,Honesdale,PA,"Honesdale, PA",41.5767552,-75.25878709999999
1157,Lancaster,PA,"Lancaster, PA",40.0378755,-76.3055144
1158,Johnstown,PA,"Johnstown, PA",40.32674069999999,-78.9219698
1159,Westmoreland,PA,"Westmoreland, PA",40.2353963,-79.4703885
1160,Philadelphia,PA,"Philadelphia, PA",39.9525839,-75.1652215
1161,Clarion,PA,"Clarion, PA",41.2089191,-79.3787136
1162,Mcconnellsburg,PA,"Mcconnellsburg, PA",39.932589,-77.9988906
1163,Connellsville,PA,"Connellsville, PA",40.0178522,-79.58948280000001
1164,Scranton,PA,"Scranton, PA",41.408969,-75.66241219999999
1165,Waynesburg,PA,"Waynesburg, PA",39.8964641,-80.1792299
1166,New Bloomfield,PA,"New Bloomfield, PA",40.4197907,-77.1872047
1167,Norristown,PA,"Norristown, PA",40.121497,-75.3399048
1168,Bloomsburg,PA,"Bloomsburg, PA",41.003698,-76.4549457
1169,Hanover,PA,"Hanover, PA",39.8006553,-76.9830358
1170,Uniontown,PA,"Uniontown, PA",39.900076,-79.71643259999999
1171,Ardmore,PA,"Ardmore, PA",40.0067785,-75.2854622
1172,Warren,PA,"Warren, PA",41.8439486,-79.1450445
1173,Phoenixville,PA,"Phoenixville, PA",40.1303822,-75.51491279999999
1174,Pittsburgh,PA,"Pittsburgh, PA",40.44062479999999,-79.9958864
1175,Middletown,PA,"Middletown, PA",40.199814,-76.7310806
1176,York,PA,"York, PA",39.9625984,-76.727745
1177,Sharon,PA,"Sharon, PA",41.2331116,-80.4934035
1178,Allentown,PA,"Allentown, PA",40.6022939,-75.4714098
1179,Havertown,PA,"Havertown, PA",39.9763656,-75.3149796
1180,Lebanon,PA,"Lebanon, PA",40.3409251,-76.4113497
1181,Wellsboro,PA,"Wellsboro, PA",41.74868379999999,-77.3005304
1182,Bridgeville,PA,"Bridgeville, PA",40.3561805,-80.1100556
1183,Highlands,NC,"Highlands, NC",35.0525909,-83.19681729999999
1184,Shallotte,NC,"Shallotte, NC",33.9732275,-78.3858371
1185,Kannapolis,NC,"Kannapolis, NC",35.4873613,-80.6217341
1186,Nags Head,NC,"Nags Head, NC",35.9573922,-75.6240619
1187,Wilson,NC,"Wilson, NC",35.7212689,-77.9155395
1188,Sparta,NC,"Sparta, NC",36.5054071,-81.12091889999999
1189,Hampstead,NC,"Hampstead, NC",34.3675936,-77.71054819999999
1190,Elizabeth City,NC,"Elizabeth City, NC",36.2946008,-76.2510461
1191,Asheville,NC,"Asheville, NC",35.5950581,-82.5514869
1192,Winston-Salem,NC,"Winston-Salem, NC",36.09985959999999,-80.244216
1193,Carolina Beach,NC,"Carolina Beach, NC",34.0351726,-77.8935966
1194,Monroe,NC,"Monroe, NC",34.9854275,-80.5495112
1195,Raleigh,NC,"Raleigh, NC",35.7795897,-78.6381787
1196,Marion,NC,"Marion, NC",35.6840131,-82.00927449999999
1197,High Point,NC,"High Point, NC",35.9556923,-80.0053176
1198,Hendersonville,NC,"Hendersonville, NC",35.3187279,-82.4609528
1199,New Bern,NC,"New Bern, NC",35.108493,-77.04411429999999
1200,Oriental,NC,"Oriental, NC",35.0309956,-76.69298669999999
1201,Boone,NC,"Boone, NC",36.216795,-81.6745517
1202,Morganton,NC,"Morganton, NC",35.7454071,-81.6848188
1203,Wake Forest,NC,"Wake Forest, NC",35.9798734,-78.50972279999999
1204,Lincolnton,NC,"Lincolnton, NC",35.473745,-81.2545251
1205,Kinston,NC,"Kinston, NC",35.2626635,-77.5816353
1206,Charlotte,NC,"Charlotte, NC",35.2270869,-80.8431267
1207,Asheboro,NC,"Asheboro, NC",35.7079146,-79.8136446
1208,Greenville,NC,"Greenville, NC",35.612661,-77.3663538
1209,Statesville,NC,"Statesville, NC",35.7826363,-80.8872959
1210,Burlington,NC,"Burlington, NC",36.0956918,-79.43779909999999
1211,Southern Pines,NC,"Southern Pines, NC",35.1740471,-79.3922539
1212,Laurinburg,NC,"Laurinburg, NC",34.7740494,-79.46282479999999
1213,Mooresville,NC,"Mooresville, NC",35.5848596,-80.8100724
1214,Mount Olive,NC,"Mount Olive, NC",35.1965531,-78.06637880000001
1215,Chapel Hill,NC,"Chapel Hill, NC",35.9131996,-79.0558445
1216,North Wilkesboro,NC,"North Wilkesboro, NC",36.1584651,-81.1475841
1217,Shelby,NC,"Shelby, NC",35.2923513,-81.5356463
1218,Rocky Mount,NC,"Rocky Mount, NC",35.9382103,-77.7905339
1219,Sanford,NC,"Sanford, NC",35.4798757,-79.1802994
1220,Wilmington,NC,"Wilmington, NC",34.2257255,-77.9447102
1221,Taylorsville,NC,"Taylorsville, NC",35.9216748,-81.17688129999999
1222,Archdale,NC,"Archdale, NC",35.914581,-79.9719831
1223,Denver,NC,"Denver, NC",35.5316576,-81.0295793
1224,Roanoke Rapids,NC,"Roanoke Rapids, NC",36.4615395,-77.6541464
1225,Greensboro,NC,"Greensboro, NC",36.0726354,-79.7919754
1226,Lumberton,NC,"Lumberton, NC",34.6182199,-79.0086424
1227,Durham,NC,"Durham, NC",35.9940329,-78.898619
1228,Goldsboro,NC,"Goldsboro, NC",35.3848841,-77.9927651
